"BOOK_ID","ACCESSION_DATE","ACC_DATE_STAND","DISCARD_DATE","DISC_DATE_STAND","ACCESSION_NUMBER","DUP_ACC","AUTHOR","TITLE","PUBLISHER","WHERE_PUBLISHED","DATE_PUBLISHED","NUM_VOLS","SIZE","NUM_PAGES","BINDING_TYPE_ID","PROVENANCE","COST_DENOM_ID","COST_FULL","COST_US","COST_UK","ORIGIN_ID","ADDITIONAL_INFO","REVIEW_NOTES","LEDGER_NUM","LEDGER_PAGE_NUM","LAST_MODIFIED","BOOKS_OCLC_ID","DMR_LINK_CODE","DMR_DIRECT_CODE","OLD_DMR_DIRECT_CODE"
"3677","Jan 26 _ 1900","1900-01-26",,,"11443","0","Halevy, _Ludovic","Abbe Constantine","Rand & McNally","N.Y.",,,"12","226","1","Purchased by Board ""City funds""",,"0-0-0-0-52","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:48:06","3433","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3678","March 13th, 1875","1875-03-13",,,"1179","0","Anthony Trollope","Doctor Thorne",,"New York","1870","1","12","520","1","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:47:07","3434","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3679","Jan 26 _ 1900","1900-01-26","'25","1925-01-01","11444","0","Wilkins, _Mary E.","Pembroke","Harper Bros","N.Y.",,,"12","328","1","Purchased by Board ""City funds""",,"0-0-0-0-52","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:48:37","3435","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3680","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7622","0","Jacob Abbott","Franconia Series. Mary Erstine","Harper Bro.","N. York","1878","1 Vol.","12","202","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-01-06 12:09:06","3436","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3681","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7623","0","Jacob Abbott","Franconia Series. Mary Bell","Harper Bro.","N. York","1881","1 Vol.","12","204","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-01-06 12:09:29","3437","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3682","Jan 26 _ 1900","1900-01-26",,,"11445","0","Merriman, _H.S.","The Slave of the Lamp","G.W. Dillingham","N.Y.","1899",,"12","327","1","Purchased by Board ""City funds""","2","0-0-0-1-50","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:49:14","3438","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3683","March 13th, 1875","1875-03-13",,,"1180","0","Anthony Trollope","Miss Mackenzie",,"New York","1868","1","8","139","9","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:47:36","3439","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3684","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7624","0","Jacob Abbott","Franconia Series. Beech-nut","Harper Bro.","N. York","1881","1 Vol.","12","211","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-03-23 16:13:39","3440","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3685","May 22 1884","1884-05-22","Nov 1908","1908-11-01","4884","0",,"A Little Hero","D. Lathrop & Co","Boston Mass.",,"1","12","190","1","Public schools of Muncie",,,"0.00",,"1","Publisher information found in author column.",,"1","108","2010-12-01 10:59:23","11689","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3686","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7625","0","Jacob Abbott","Franconia Series. Rudolphus","Harper Bro.","N. York","1881","1 Vol.","12","227","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-03-23 16:15:13","3441","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3687","May 22 1884","1884-05-22","1908","1908-01-01","4885","0",,"Christmas Kitties","D. Lathrop & Co","Boston Mass",,"1","12","190","1","Public schools of Muncie",,,"0.00",,"1","Publisher information found in author column.",,"1","108","2010-02-15 10:25:37","3442","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3688","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7626","0","Jacob Abbott","Franconia Series. Ellen Lynn","Harper Bro.","N. York","1881","1 Vol.","12","215","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-03-23 16:15:47","3443","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3689","May 22 1884","1884-05-22","Je '10","1910-06-01","4886","0",,"Dolls & Pets","D. Lathrop & Co","Boston Mass",,"1","12","190","1","Public schools of Muncie",,,"0.00",,"1","Publisher information found in author column.",,"1","108","2010-02-15 10:33:38",,"AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3690","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7627","0","Jabob Abbott","Franconia Series. Stuyvesant","Harper Bro.","N. York","1881","1 Vol.","12","203","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-03-23 16:16:03","3444","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3691","Mar 13, 1896","1896-03-13",,,"9752","0",,"Official register of the U.S. legislative, executive & judicial",,"Washington DC","1895","1","8","1228","7","Interior Dept.",,,"0.00",,"1",,,"1","197","2011-05-24 13:45:07","3445","AC01_197","626","&CISOPTR=681&CISOSHOW=626"
"3692","May 22 1884","1884-05-22",,,"4887","0","Lew Wallace","Ben Hur",,"N. Y.",,"1","12","552","1","Public schools of Muncie",,,"0.00",,"1",,,"1","108","2010-12-01 11:02:24","3446","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3693","Jan 26 _ 1900","1900-01-26","June 1910","1910-06-01","11446","0","Glumer, _Claire von (Histor)","A Noble Name","J.B. Lippincott","Phila","1897",,"12","360","1","Purchased by Board ""City funds""",,"0-0-0-0-40","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:51:00","3447","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3694","May 27th 1875","1875-05-27",,,"1990","0","R. M. Ballantyne","Gascoyne, The Sandal Wood Trader.",,"Philadelphia Pa.","nd","I","12","356","1","G H Andrews",,,"0.00",,,,,"1","53","2010-10-18 13:51:48","3448","AC01_053","482","&CISOPTR=681&CISOSHOW=482"
"3695","May 22 1884","1884-05-22","My. 1922","1922-05-01","4888","0","H. Butterworth","Nzig Nzag Journeys In Classic Lands.",,"Boston","1883","1","8","318","1","Public schools of Muncie",,,"0.00",,"1","Author information found in title column.",,"1","108","2010-12-01 11:02:41","3449","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3696","April 1st [1891]","1891-04-01","Feb. 1919","1919-02-01","7628","0","Jacob Abbott","Franconia Series. Caroline","Harper Bro.","N. York","1881","1 Vol.","12","220","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-01-06 12:12:10","3450","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3697","Jan 26 _ 1900","1900-01-26",,,"11447","0","Roche, _Regina Moria","The Children of the Abbey","Rand & McNally","Chicago & N.Y.",,,"12","630","1","Purchased by Board ""City funds""","2","0-0-0-0-25","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:51:34","3451","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3698","May 22 1884","1884-05-22",,,"4889","0","H. Butterworth","Nzig Nzag Journeys In the Orient",,"Boston","1883","1","8","320","1",,,,"0.00",,"1","Author information found in title column.",,"1","108","2010-12-01 11:02:56","3452","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3699","April 1st","1891-04-01","Feb. 1919","1919-02-01","7629","0","Jacob Abbott","Franconia Series. Agnes","Harper Bro.","N. York","1881","1 Vol.","12","224","1","By Board","1","0-57-0-0-0","0.57","&pound;0 0s 57d","5",,,"1","146","2011-03-23 16:16:39","3453","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3700","March 13th, 1875","1875-03-13","Nov. 1911","1911-11-01","1181","0","Anthony Trollope","Ralph the heir.",,"New  York","1871","1","8","282","9","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:48:12","3454","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3701","May 22 1884","1884-05-22",,,"4890","0","H. Butterworth","Nzig Nzag Journeys In Europe",,"Boston","1884","1","8","310","1","Public schools of Muncie",,,"0.00",,"1",,,"1","108","2010-12-01 11:03:12","3455","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3702","Mar 13, 1896","1896-03-13",,,"9753","0",,"House Miscel_11th Census, U.S._1890",,"Washington DC","1895","50-2","8","654","7","Interior Dept.",,,"0.00",,"1","All accession numbers are lined through; ""juvenile numbers"" is written along the length of the left margin.",,"1","197","2011-05-24 13:46:25","3456","AC01_197","626","&CISOPTR=681&CISOSHOW=626"
"3703","Jan 26 _ 1900","1900-01-26",,,"11448","0","Fenn, _G. Man","Yussuf the Guide","A.L. Burt","N.Y.",,,"12","395","1","Purchased by Board ""City funds""",,"0-0-0-0-40","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:52:47","3457","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3704","Mar 13, 1896","1896-03-13",,,"9754","0",,"House Miscel_11th Census, U.S._1890",,"Washington DC","1895","501","8","282","7","Interior Dept.",,,"0.00",,"1","All accession numbers are lined through; ""juvenile numbers"" is written along the length of the left margin.",,"1","197","2011-05-24 13:47:21","3458","AC01_197","626","&CISOPTR=681&CISOSHOW=626"
"3705","May 22 1884","1884-05-22",,,"4891","0","H. Butterworth","Nzig Nzag Journeys In The Occident",,"Boston","1883","1","8","320","1","Public schools of Muncie",,,"0.00",,"1","Author information found in title column.",,"1","108","2010-12-01 11:03:32","3459","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3706","April 2 [1891]","1891-04-02",,,"7630","0",,"4th Annual Report of Iterstate Commerce Com. [illegible]",,"Washington, D.C.","1890","1 Vol.","8","443","1","Interior Dep.",,,"0.00",,,,,"1","146","2011-01-06 12:13:37","3460","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3707","Jan 26 _ 1900","1900-01-26","June 1906","1906-06-01","11449","0","Carey, _R. Nouchette","The Search for Basil Lionelhurst","J.P. Lupton","N.Y.",,,"12","472","1","Purchased by Board ""City funds""","2","0-0-0-0-25","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:53:22","3461","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3708","Mar 13, 1896","1896-03-13",,,"9755","0",,"House Miscel_Rebellion Record",,"Washington DC","1895","38","8","1549","7","Interior Dept.",,,"0.00",,"1","All accession numbers are lined through; ""juvenile numbers"" is written along the length of the left margin.",,"1","197","2011-05-24 13:48:50","3462","AC01_197","626","&CISOPTR=681&CISOSHOW=626"
"3709","Mar 13, 1896","1896-03-13",,,"9756","0",,"House Ex_Rept_Sec.Treasury_Finance",,"Washington DC","1895","29","8","1119","7","Interior Dept.",,,"0.00",,"1","All accession numbers are lined through; ""juvenile numbers"" is written along the length of the left margin.",,"1","197","2011-05-24 13:50:09","3463","AC01_197","626","&CISOPTR=681&CISOSHOW=626"
"3710","March 13th, 1875","1875-03-13",,,"1182","0","Anthony Trollope","The warden of Barchester Tower",,"New York","1870","1","8","244","9","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:48:33","3464","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3711","May 22 1884","1884-05-22","May '21","1921-05-01","4892","0","Bayard Taylor.","Travel & Exploration of the Yellow Stone",,"N. Y.","1882","1","12","256","1","Public schools of Muncie",,,"0.00",,"1","Bayard Taylor is the editor, not the author as the ledger lists.",,"1","108","2010-07-09 15:17:06","11346","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3712","Jan 26 _ 1900","1900-01-26",,,"11450","0","Corelli, Marie","Ardath","Rand & McNally","N.Y.",,,"12","537","1","Purchased by Board ""City funds""","2","0-0-0-0-25","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:53:55","3465","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3713","Mar 13, 1896","1896-03-13",,,"9757","0",,"House Ex_Rept_Sec. War. Engineers",,"Washington DC","1895","5","8",,"7","Interior Dept.",,,"0.00",,"1","All accession numbers are lined through; ""juvenile numbers"" is written along the length of the left margin.",,"1","197","2011-05-24 13:51:35","3466","AC01_197","626","&CISOPTR=681&CISOSHOW=626"
"3714","M 27th 1875","1875-05-27",,,"1991","0","R. M. Ballantyne","The Gorilla Hunters.",,"Philadelphia Pa.","nd","I","122","408","1","G H Andrews",,,"0.00",,,,,"1","53","2010-10-18 13:52:54","3467","AC01_053","482","&CISOPTR=681&CISOSHOW=482"
"3715","May 22 1884","1884-05-22",,,"4893","0","Du Chaillu","Land of the Midnight Sun. Vol. 1",,"N. Y.","1882","1","8","441","1","Public schools of Muncie",,,"0.00",,"1",,,"1","108","2010-12-01 11:04:20","3468","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3716","May 22 1884","1884-05-22",,,"4894","0","Du Chaillu","Land of the Midnight Sun. Vol. 2",,"N. Y.","1882","2","8","474","1","Public schools of Muncie",,,"0.00",,"1",,,"1","108","2010-12-01 11:04:35","3469","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3717","May 27th 1875","1875-05-27","Je. 1918","1918-06-01","1992","0","R. M. Ballantyne","Freaks On The Fells.",,"Philadelphia Pa.","nd","I","12","379","1",,,,"0.00",,,,,"1","53","2010-10-18 13:54:03","3470","AC01_053","482","&CISOPTR=681&CISOSHOW=482"
"3718","Jan 26 _ 1900","1900-01-26","Je 22","1922-06-01","11451","0","Verne, _Jules","20,000 Leagues Under the Sea","H.L. Coates & Co.","Phila",,,"12","303","1","Purchased by Board ""City funds""","2","0-0-0-0-25","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:55:24","3471","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3719","March 13th, 1875","1875-03-13",,,"1183","0","Mrs. Trollope","Petticoat government",,"New York",,"1","8","159","9","H. C. Marsh",,,"0.00",,,,"Pagination assumed (numbers not clear).","1","32","2010-10-04 13:51:48","3472","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3720","May 22 1884","1884-05-22",,,"4895","0","John C. Ridpath L.L.D.","Life and Work of Garfield.",,"Indianapolis","1881","1","8","820","1","Public schools of Muncie",,,"0.00",,"1",,,"1","108","2010-12-01 11:04:49","3473","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3721","March 13th, 1875","1875-03-13",,,"1184","0","J. T. Teowbridge","Cudjo's cave",,"Boston","1864","1","16","504","1","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:52:18","3474","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3722","May 27th 1875","1875-04-27","Je 1910","1910-06-01","1993","0","R. M. Ballantyne.","Shifting Winds",,"Phildelphia Pa.","nd","I","12","414","1","G H Andrews",,,"0.00",,,"Red capital J in author column.",,"1","53","2010-10-18 13:56:10","3475","AC01_053","482","&CISOPTR=681&CISOSHOW=482"
"3723","Jan 26 _ 1900","1900-01-26","Dec. 1911","1911-12-01","11452","0","Eliot, _George","The Mill on the Floss","Porter & Coates","Phila",,,"12","522","1","Purchased by Board ""City funds""","2","0-0-0-0-25","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:56:41","3476","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3724","May 22 1884","1884-05-22",,,"4896","0","William H Seward","John Q. Adams",,"Philadelphia",,"1","12","404","1","Public schools of Muncie",,,"0.00",,"1",,,"1","108","2010-12-01 11:05:05","3477","AC01_108","537","&CISOPTR=681&CISOSHOW=537"
"3725","Jan 26 _ 1900","1900-01-26",,,"11453","0","Wiggins, _K.D.","The Birds Christmas Carol","Houghton Mifflin & C.","N.Y.",,,"12","69","1","Purchased by Board ""City funds""","2","0-0-0-0-35","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:57:14","3478","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3726","March 13th, 1875","1875-03-13",,,"1185","0","J. T. Teowbridge","Cudjo's cave",,"Boston","1864","1","16","504","7","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:55:20","3479","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3727","Jan 26 _ 1900","1900-01-26","Jl. 1916","1916-07-01","11454","0","Hawthorne, _Nat.","Wonder-Book","Houghton Mifflin &C.","N.Y.",,,"12","196","1","Purchased by Board ""City funds""",,"0-0-0-0-34","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:57:56","3480","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3728","April 2 [1891]","1891-04-02",,,"7631","0",,"Gen'l Index to the Proceedings of American Microscopists: Ind[illegible] Convention of 1878 to the 2nd of 1890",,,,,,,,,,,"0.00",,,"Difficult to make out parts of the title near the fold of the page and due to scan from ledger. Might need to check original ledger.",,"1","146","2011-01-06 12:14:20","3481","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3729","Jan 26 _ 1900","1900-01-26",,,"11455","0","Gaskell, _Mrs.","Cranford","Donohue, Henneberry","Chicago",,,"16","330","1","Purchased by Board ""City funds""","2","0-0-0-0-13","0.00","&pound;0 0s 0d","5","Publisher recorded in the Where Published column.","Cost probably in cents instead of pence.","1","244","2011-07-06 10:58:16","3482","AC01_244","674","&CISOPTR=681&CISOSHOW=674"
"3730","March 13th, 1875","1875-03-13",,,"1186","0","J. T. Teowbridge","Lawrence's adventures",,"Boston","1871","1","16","243","1","H. C. Marsh",,,"0.00",,,,,"1","32","2010-10-04 13:56:02","3483","AC01_032","461","&CISOPTR=681&CISOSHOW=461"
"3731","April 2 [1891]","1891-04-02",,,"7632","0",,"Special Consular Rep. Malt & Beer in Spanish America",,"Washington D.C.","1890","1 Vol.","8","390","2","Interior Dep.",,,"0.00",,,,,"1","146","2011-01-06 12:16:34","3484","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3732","April 2 [1891]","1891-04-02",,,"7633","0",,"Special Consular Rep. Carpet Manufacture in Foreign Countries",,"Washington D.C.","1890","1 Vol.","8","390","2","Interior Dep.",,,"0.00",,,,,"1","146","2011-01-06 12:17:39","3485","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3733","April 2 [1891]","1891-04-02",,,"7634","0",,"Report of Consular U. States No 123 Dec 1890",,"Washington D.C.","1890","1 Vol.","8","712","2","Interior Dep.",,,"0.00",,,,,"1","146","2011-01-06 12:19:22","3486","AC01_146","575","&CISOPTR=681&CISOSHOW=575"
"3734","March 15 1877","1877-03-15",,,"2623","0",,"Lippincots Magazine","J. B. Lippincott & Co Pub.","Philadelphia","1876","XVII","8","776","10","J. B. Lippincott & Co.",,,"0.00",,,"Publisher listed in author column.",,"1","70","2010-10-27 14:09:29","3487","AC01_070","499","&CISOPTR=681&CISOSHOW=499"
"3735","March 15 1877","1877-03-15",,,"2624","0",,"Lippincots Magazine","J. B. Lippincott & Co Pub.","Philadelphia","1876","XVIII","8","776","10","J. B. Lippincott & Co.",,,"0.00",,,"Publisher listed in author column.",,"1","70","2010-10-27 14:09:50","3488","AC01_070","499","&CISOPTR=681&CISOSHOW=499"
"3736","March 15 1877","1877-03-15",,,"2625","0","William A. Bell Editor","Indiana School Journal",,"Indianapolis","1876","XXI","8","588","10","William A Bell",,,"0.00",,"1",,,"1","70","2010-11-11 09:16:40","3489","AC01_070","499","&CISOPTR=681&CISOSHOW=499"
"3737","March 15 1877","1877-03-15",,,"2626","0","H. S. Drayton & N. Sizer Editors","Phrenological Journal","S. R. Wells & Co","New York","1876","XIII","8","482","10","S. R. Wells & Co",,,"0.00",,,"Publisher recorded in Of Whom Procured column.",,"1","70","2010-10-27 14:16:26","3490","AC01_070","499","&CISOPTR=681&CISOSHOW=499"
"3738","March 15 1877","1877-03-15",,,"2627","0","H. S. Drayton & N. Sizer Editors","Phrenological Journal","S. R. Wells & Co","New York","1876","XIV","8","482","10","S. R. Wells & Co",,,"0.00",,,"Publisher recorded in Of Whom Procured column.",,"1","70","2010-10-27 14:15:58","3491","AC01_070","499","&CISOPTR=681&CISOSHOW=499"
"3739","March 15 1877","1877-03-15","wd. '35","1935-01-01","2628","0",,"Littell's Living Age","Littell & Gaz. Pub","Boston","1876","XIII","8","824","10","Littell & Gaz.",,,"0.00",,,"Publisher listed in author column.

Sold to Ball State",,"1","70","2010-10-27 14:14:43","3492","AC01_070","499","&CISOPTR=681&CISOSHOW=499"
